Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_kr_magazines_762x54_svd_20_dsc,"20-round steel Izhmash SVD magazine, for the SVD-based rifles, for 7.62x54 ammo.","20-round steel Izhmash SVD magazine, for the SVD-based rifles, for 7.62x54 ammo.","20ranný ocelový zásobník Izhmash SVD, pro pušky založené na SVD, pro náboje 7,62x54.","20-Schuss-Stahlmagazin Izhmash SVD für die SVD-basierten Gewehre für 7,62 x 54 Munition.",Стальной магизн СВД на 20 патронов калибра 7.62x54R,"20-nabojowy stalowy magazynek Izhmash SVD, do karabinów na bazie SVD, na amunicję 7,62x54.","20 golyós acél Izhmash SVD tár, SVD alapú puskákhoz, 7,62x54 lőszerhez.","Caricatore Izhmash SVD in acciaio da 20 colpi, per fucili basati su SVD, per munizioni 7,62x54.","Cargador Izhmash SVD de acero de 20 balas, para rifles basados ​​en SVD, para munición de 7,62x54.","Chargeur Izhmash SVD en acier à 20 cartouches, pour les fusils basés sur SVD, pour munitions 7,62x54.",20 发钢制 Izhmash SVD 弹匣，适用于基于 SVD 的步枪，可容纳 7.62x54 弹药。,20 発のスチール Izhmash SVD マガジン、SVD ベースのライフル用、7.62x54 弾薬用。,"Carregador Izhmash SVD de aço de 20 cartuchos, para rifles baseados em SVD, para munição 7,62x54.",20 发钢制 Izhmash SVD 弹匣，适用于基于 SVD 的步枪，可容纳 7.62x54 弹药。,
STR_kr_magazines_556x45_magpulm3_10Rnd,PMAG 5.56x45 10 Rnd,PMAG 5.56x45 10 Rnd,"PMAG 5,56x45 10 Rnd","PMAG 5,56x45 10 Rnd",PMAG 5.56x45 10 Пт,"PMAG 5,56x45 10 Rnd","PMAG 5,56x45 10 Rnd","PMAG 5,56x45 10 Rnd",PMAG 5.56x45 10 Vueltas,"PMAG 5,56x45 10 tours",PMAG 5.56x45 10 轮,PMAG 5.56x45 10 ラウンド,"PMAG 5,56x45 10 voltas",PMAG 5.56x45 10 轮,
STR_kr_magazines_556x45_magpulm3_10Rnd_dsc,"10-round polymer Magpul PMAG GEN M3 10 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","10-round polymer Magpul PMAG GEN M3 10 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","10ranný polymerový zásobník Magpul PMAG GEN M3 10, pro náboje 5,56x45, s pozorovací štěrbinou. Dodává se v černé a ploché tmavé zemi.","10-Schuss-Polymer-Magpul PMAG GEN M3 10-Magazin für 5,56 x 45-Munition mit Beobachtungsschlitz. Erhältlich in Schwarz und flacher dunkler Erde.","10-ти зарядный полимерный магазин Magpul PMAG GEN M3 10, под патрон 5.56x45.","10-nabojowy polimerowy magazynek Magpul PMAG GEN M3 10 na amunicję 5,56x45, ze szczeliną obserwacyjną. Występuje w kolorze czarnym i płaskiej ciemnej ziemi.","10 golyós polimer Magpul PMAG GEN M3 10 tár, 5,56x45 lőszerhez, megfigyelő nyílással. Fekete és lapos sötét földben kapható.","Caricatore Magpul PMAG GEN M3 10 in polimero da 10 colpi, per munizioni 5,56x45, con fessura di osservazione. Disponibile in nero e terra scura piatta.","Cargador Magpul PMAG GEN M3 10 de polímero de 10 cartuchos, para munición 5,56x45, con ranura de observación. Viene en negro y tierra oscura plana.","Chargeur Magpul PMAG GEN M3 10 en polymère de 10 coups, pour munitions 5,56x45, avec fente d'observation. Livré en terre noire et plate et sombre.",10 发聚合物 Magpul PMAG GEN M3 10 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,10 ラウンド ポリマー製 Magpul PMAG GEN M3 10 マガジン、5.56x45 弾薬用、観察スロット付き。カラーはブラックとフラットダークアースです。,"Carregador Magpul PMAG GEN M3 10 de polímero de 10 cartuchos, para munição 5,56x45, com slot de observação. Vem em preto e terra escura e plana.",10 发聚合物 Magpul PMAG GEN M3 10 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,
STR_kr_magazines_556x45_magpulm3_20Rnd,PMAG 5.56x45 20 Rnd,PMAG 5.56x45 20 Rnd,"PMAG 5,56x45 20 Rnd","PMAG 5,56x45 20 Rnd",PMAG 5.56x45 20 Пт,"PMAG 5,56x45 20 Rnd","PMAG 5,56x45 20 Rnd",PMAG 5.56x45 20 Rnd,PMAG 5.56x45 20 Vueltas,"PMAG 5,56x45 20 tours",PMAG 5.56x45 20 轮,PMAG 5.56x45 20 ラウンド,"PMAG 5,56x45 20 voltas",PMAG 5.56x45 20 轮,
STR_kr_magazines_556x45_magpulm3_20Rnd_dsc,"20-round polymer Magpul PMAG GEN M3 20 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","20-round polymer Magpul PMAG GEN M3 20 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","20ranný polymerový zásobník Magpul PMAG GEN M3 20, pro náboje 5,56x45, s pozorovací štěrbinou. Dodává se v černé a ploché tmavé zemi.","20-Schuss-Polymer-Magpul PMAG GEN M3 20-Magazin für 5,56 x 45-Munition mit Beobachtungsschlitz. Erhältlich in Schwarz und flacher dunkler Erde.","20-ти зарядный полимерный магазин Magpul PMAG GEN M3 20, под патрон 5.56x45. ","20-nabojowy polimerowy magazynek Magpul PMAG GEN M3 20 na amunicję 5,56x45, ze szczeliną obserwacyjną. Występuje w kolorze czarnym i płaskiej ciemnej ziemi.","20 töltényes polimer Magpul PMAG GEN M3 20 tár, 5,56x45 lőszerhez, megfigyelő nyílással. Fekete és lapos sötét földben kapható.","Caricatore Magpul PMAG GEN M3 20 in polimero da 20 colpi, per munizioni 5,56x45, con fessura di osservazione. Disponibile in nero e terra scura piatta.","Cargador Magpul PMAG GEN M3 20 de polímero de 20 cartuchos, para munición 5,56x45, con ranura de observación. Viene en negro y tierra oscura plana.","Chargeur Magpul PMAG GEN M3 20 en polymère de 20 cartouches, pour munitions 5,56x45, avec fente d'observation. Livré en terre noire et plate et sombre.",20 发聚合物 Magpul PMAG GEN M3 20 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,20 発のポリマー製 Magpul PMAG GEN M3 20 マガジン、5.56x45 弾薬用、観察スロット付き。カラーはブラックとフラットダークアースです。,"Carregador Magpul PMAG GEN M3 20 de polímero de 20 cartuchos, para munição 5,56x45, com slot de observação. Vem em preto e terra escura e plana.",20 发聚合物 Magpul PMAG GEN M3 20 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,
STR_kr_magazines_556x45_magpulm3_30Rnd,PMAG 5.56x45 30 Rnd,PMAG 5.56x45 30 Rnd,"PMAG 5,56x45 30 Rnd","PMAG 5,56x45 30 Rnd",PMAG 5.56x45 30 Пт,"PMAG 5,56x45 30 Rnd","PMAG 5,56x45 30 Rnd",PMAG 5.56x45 30 Rnd,PMAG 5.56x45 30 Vueltas,"PMAG 5,56x45 30 tours",PMAG 5.56x45 30 轮,PMAG 5.56x45 30 ラウンド,"PMAG 5,56x45 30 voltas",PMAG 5.56x45 30 轮,
STR_kr_magazines_556x45_magpulm3_30Rnd_dsc,"30-round polymer Magpul PMAG GEN M3 30 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","30-round polymer Magpul PMAG GEN M3 30 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","30ranný polymerový zásobník Magpul PMAG GEN M3 30, pro náboje 5,56x45, s pozorovací štěrbinou. Dodává se v černé a ploché tmavé zemi.","30-Schuss-Polymer-Magpul PMAG GEN M3 30-Magazin für 5,56 x 45-Munition mit Beobachtungsschlitz. Erhältlich in Schwarz und flacher dunkler Erde.","30-ти зарядный полимерный магазин Magpul PMAG GEN M3 30, под патрон 5.56x45 с окном для контроля количества боеприпасов. ","30-nabojowy polimerowy magazynek Magpul PMAG GEN M3 30 na amunicję 5,56x45, ze szczeliną obserwacyjną. Występuje w kolorze czarnym i płaskiej ciemnej ziemi.","30 golyós polimer Magpul PMAG GEN M3 30 tár, 5,56x45 lőszerhez, megfigyelő nyílással. Fekete és lapos sötét földben kapható.","Caricatore Magpul PMAG GEN M3 30 in polimero da 30 colpi, per munizioni 5,56x45, con fessura di osservazione. Disponibile in nero e terra scura piatta.","Cargador Magpul PMAG GEN M3 30 de polímero de 30 cartuchos, para munición 5,56x45, con ranura de observación. Viene en negro y tierra oscura plana.","Chargeur Magpul PMAG GEN M3 30 en polymère de 30 cartouches, pour munitions 5,56x45, avec fente d'observation. Livré en terre noire et plate et sombre.",30 发聚合物 Magpul PMAG GEN M3 30 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,30 発ポリマー製 Magpul PMAG GEN M3 30 マガジン、5.56x45 弾薬用、観察スロット付き。カラーはブラックとフラットダークアースです。,"Carregador Magpul PMAG GEN M3 30 de polímero de 30 cartuchos, para munição 5,56x45, com slot de observação. Vem em preto e terra escura e plana.",30 发聚合物 Magpul PMAG GEN M3 30 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,
STR_kr_magazines_556x45_magpulm3_40Rnd,PMAG 5.56x45 40 Rnd,PMAG 5.56x45 40 Rnd,"PMAG 5,56x45 40 Rnd","PMAG 5,56x45 40 Rnd",PMAG 5.56x45 40 Пт,"PMAG 5,56x45 40 Rnd","PMAG 5,56x45 40 Rnd",PMAG 5.56x45 40 Rnd,PMAG 5.56x45 40 Vueltas,"PMAG 5,56x45 40 tours",PMAG 5.56x45 40 轮,PMAG 5.56x45 40 Rnd,"PMAG 5,56x45 40 voltas",PMAG 5.56x45 40 轮,
STR_kr_magazines_556x45_magpulm3_40Rnd_dsc,"40-round polymer Magpul PMAG GEN M3 40 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","40-round polymer Magpul PMAG GEN M3 40 magazine, for 5.56x45 ammunition, with an observation slot. Comes in black and flat dark earth.","40ranný polymerový zásobník Magpul PMAG GEN M3 40, pro náboje 5,56x45, s pozorovací štěrbinou. Dodává se v černé a ploché tmavé zemi.","40-Schuss-Polymer-Magpul PMAG GEN M3 40-Magazin für 5,56 x 45-Munition mit Beobachtungsschlitz. Erhältlich in Schwarz und flacher dunkler Erde.","40-зарядный полимерный магазин Magpul PMAG GEN M3 40, под патрон 5.56x45. ","40-nabojowy polimerowy magazynek Magpul PMAG GEN M3 40 na amunicję 5,56x45, ze szczeliną obserwacyjną. Występuje w kolorze czarnym i płaskiej ciemnej ziemi.","40 golyós polimer Magpul PMAG GEN M3 40 tár, 5,56x45 lőszerhez, megfigyelő nyílással. Fekete és lapos sötét földben kapható.","Caricatore Magpul PMAG GEN M3 40 in polimero da 40 colpi, per munizioni 5,56x45, con fessura di osservazione. Disponibile in nero e terra scura piatta.","Cargador Magpul PMAG GEN M3 40 de polímero de 40 cartuchos, para munición 5,56x45, con ranura de observación. Viene en negro y tierra oscura plana.","Chargeur Magpul PMAG GEN M3 40 en polymère de 40 cartouches, pour munitions 5,56x45, avec fente d'observation. Livré en terre noire et plate et sombre.",40 发聚合物 Magpul PMAG GEN M3 40 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,40 発ポリマー製 Magpul PMAG GEN M3 40 マガジン、5.56x45 弾薬用、観察スロット付き。カラーはブラックとフラットダークアースです。,"Carregador Magpul PMAG GEN M3 40 de polímero de 40 cartuchos, para munição 5,56x45, com slot de observação. Vem em preto e terra escura e plana.",40 发聚合物 Magpul PMAG GEN M3 40 弹匣，用于 5.56x45 弹药，带有观察槽。颜色为黑色和平坦的暗土色。,
STR_kr_magazines_556x45_magpulp_60Rnd,PMAG 5.56x45 60 Rnd,PMAG 5.56x45 60 Rnd,"PMAG 5,56x45 60 Rnd","PMAG 5,56x45 60 Rnd",PMAG 5.56x45 60 Пт,"PMAG 5,56x45 60 Rnd","PMAG 5,56x45 60 Rnd","PMAG 5,56x45 60 Rnd",PMAG 5.56x45 60 Vueltas,"PMAG 5,56x45 60 tours",PMAG 5.56x45 60 轮,PMAG 5.56x45 60 Rnd,"PMAG 5,56x45 60 voltas",PMAG 5.56x45 60 轮,
STR_kr_magazines_556x45_magpulp_60Rnd_dsc,The Magpul PMAG D-60 polymer 60-round magazine for 5.56x45 rounds.,The Magpul PMAG D-60 polymer 60-round magazine for 5.56x45 rounds.,"Polymerový 60ranný zásobník Magpul PMAG D-60 na 5,56x45 nábojů.","Das Magpul PMAG D-60 Polymer-Magazin mit 60 Schuss für 5,56 x 45 Schuss.","60-ти зарядный полимерный магазин Magpul PMAG D-60, под патрон 5.56x45. ","Polimerowy magazynek Magpul PMAG D-60 na 60 naboi na naboje 5,56x45.","A Magpul PMAG D-60 polimer 60 körös tár 5,56x45 töltényhez.","Il caricatore in polimero Magpul PMAG D-60 da 60 colpi per colpi 5,56x45.","El cargador de polímero Magpul PMAG D-60 de 60 rondas para 5,56x45 rondas.","Le chargeur Magpul PMAG D-60 en polymère de 60 coups pour 5,56x45 coups.",Magpul PMAG D-60 聚合物 60 发弹匣，容量为 5.56x45 发。,Magpul PMAG D-60 ポリマー製 60 発マガジン、5.56x45 ラウンド対応。,"O carregador de polímero Magpul PMAG D-60 de 60 cartuchos para cartuchos 5,56x45.",Magpul PMAG D-60 聚合物 60 发弹匣，容量为 5.56x45 发。,
STR_kr_magazines_556x45_srfr_mag5_60Rnd,SureFire 5.56x45 60 Rnd,SureFire 5.56x45 60 Rnd,"SureFire 5,56 x 45 60 Rnd","SureFire 5,56x45 60 Rnd",SureFire 5.56x45 60 Пт,"SureFire 5,56x45 60 Rnd","SureFire 5,56x45 60 Rnd",SureFire 5.56x45 60 Rnd,"SureFire 5,56x45 60 vueltas","SureFire 5,56x45 60 tours",SureFire 5.56x45 60 轮,SureFire 5.56x45 60 Rnd,"SureFire 5,56x45 60 voltas",SureFire 5.56x45 60 轮,
STR_kr_magazines_556x45_srfr_mag5_60Rnd_dsc,A 60-round 5.56x45 SureFire MAG5-60 metal high capacity magazine.A 60-round 5.56x45 SureFire MAG5-60 metal high capacity magazine.,A 60-round 5.56x45 SureFire MAG5-60 metal high capacity magazine.A 60-round 5.56x45 SureFire MAG5-60 metal high capacity magazine.,"Kovový vysokokapacitní zásobník SureFire MAG5-60 na 60 ran 5,56x45. Kovový vysokokapacitní zásobník SureFire MAG5-60 na 60 ran 5,56x45.","Ein 60-Schuss-Magazin SureFire MAG5-60 aus Metall mit hoher Kapazität im Kaliber 5,56 x 45. Ein 60-Schuss-Magazin SureFire MAG5-60 aus Metall mit hoher Kapazität im Kaliber 5,56 x 45.","60-зарядный металлический магазин Surefire MAG5-60 повышенной ёмкости, под патрон 5.56x45. ","Metalowy magazynek o dużej pojemności 60 nabojów 5,56x45 SureFire MAG5-60. Metalowy magazynek o dużej pojemności 60 nabojów 5,56x45 SureFire MAG5-60.","Egy 60 körös 5,56x45-ös SureFire MAG5-60 fém nagy kapacitású tár.Egy 60 körös 5,56x45-ös SureFire MAG5-60 fém nagy kapacitású tár.","Un caricatore in metallo ad alta capacità SureFire MAG5-60 da 60 colpi 5,56x45. Un caricatore in metallo ad alta capacità SureFire MAG5-60 da 60 colpi 5,56x45.",Un cargador metálico de alta capacidad SureFire MAG5-60 de 60 rondas 5.56x45. Un cargador metálico de alta capacidad SureFire MAG5-60 de 60 rondas 5.56x45.,"Un chargeur métallique haute capacité SureFire MAG5-60 de 60 cartouches 5,56 x 45.Un chargeur métallique haute capacité SureFire MAG5-60 de 60 cartouches 5,56 x 45.",60 发 5.56x45 SureFire MAG5-60 金属高容量弹匣。60 发 5.56x45 SureFire MAG5-60 金属高容量弹匣。,5.56x45 SureFire MAG5-60 メタル製大容量マガジン 60発。5.56x45 SureFire MAG5-60 メタル製大容量マガジン 60発。,"Um carregador de metal de alta capacidade SureFire MAG5-60 de 60 cartuchos 5,56x45. Um carregador de metal de alta capacidade SureFire MAG5-60 de 60 cartuchos 5,56x45.",60 发 5.56x45 SureFire MAG5-60 金属高容量弹匣。60 发 5.56x45 SureFire MAG5-60 金属高容量弹匣。,
STR_kr_magazines_556x45_srfr_mag5_100Rnd,SureFire 5.56x45 100 Rnd,SureFire 5.56x45 100 Rnd,"SureFire 5,56 x 45 100 Rnd","SureFire 5,56x45 100 Rnd",SureFire 5.56x45 100 Пт,"SureFire 5,56x45 100 szt","SureFire 5,56x45 100 Rnd",SureFire 5.56x45 100 Rnd,"SureFire 5,56x45 100 vueltas","SureFire 5,56x45 100 tours",SureFire 5.56x45 100 轮,SureFire 5.56x45 100 Rnd,"SureFire 5,56x45 100 voltas",SureFire 5.56x45 100 轮,
STR_kr_magazines_556x45_srfr_mag5_100Rnd_dsc,A 100-round 5.56x45 SureFire MAG5-100 metal high capacity magazine.,A 100-round 5.56x45 SureFire MAG5-100 metal high capacity magazine.,"Kovový vysokokapacitní zásobník SureFire MAG5-100 na 100 nábojů 5,56x45.","Ein 100-Schuss-Metallmagazin im Kaliber 5,56 x 45 SureFire MAG5-100 mit hoher Kapazität.","100-зарядный металлический магазин Surefire MAG5-100 повышенной ёмкости, под патрон 5.56x45.","Metalowy magazynek o dużej pojemności 5,56x45 SureFire MAG5-100 na 100 naboi.","Egy 100 körös 5,56x45-ös SureFire MAG5-100 fém nagy kapacitású tár.","Un caricatore in metallo ad alta capacità SureFire MAG5-100 da 100 colpi 5,56x45.","Un cargador metálico de alta capacidad SureFire MAG5-100 de 5,56x45 de 100 balas.","Un chargeur métallique haute capacité SureFire MAG5-100 de 100 cartouches 5,56 x 45.",100 发 5.56x45 SureFire MAG5-100 金属高容量弹匣。,100発の5.56x45 SureFire MAG5-100金属製大容量マガジン。,"Um carregador de metal de alta capacidade SureFire MAG5-100 de 100 cartuchos 5,56x45.",100 发 5.56x45 SureFire MAG5-100 金属高容量弹匣。,
STR_kr_magazines_556x45_6L29_30Rnd,6L29 5.56x45 30 Rnd,6L29 5.56x45 30 Rnd,"6L29 5,56x45 30 Rnd","6L29 5,56x45 30 Rnd",6Л29 5.56x45 30 Пт,"6L29 5,56x45 30 Rnd","6L29 5,56x45 30 Rnd","6L29 5,56x45 30 Rnd",6L29 5.56x45 30 Vueltas,6L29 5.56x45 30 tours,6L29 5.56x45 30 轮,6L29 5.56x45 30 ラウンド,"6L29 5,56x45 30 voltas",6L29 5.56x45 30 轮,
STR_kr_magazines_556x45_6L29_30Rnd_dsc,"30-round polymer Izhmash 6L29 magazine for 5.56x45 ammo, for AK-101 and compatible systems.","30-round polymer Izhmash 6L29 magazine for 5.56x45 ammo, for AK-101 and compatible systems.","30ranný polymerový zásobník Izhmash 6L29 pro 5,56x45 nábojů, pro AK-101 a kompatibilní systémy.","30-Schuss-Polymer-Magazin Izhmash 6L29 für 5,56 x 45 Munition, für AK-101 und kompatible Systeme.","30-ти зарядный полимерный магазин Ижмаш 6Л29, под патрон 5.56x45 для АК-101 и совместимых.","30-nabojowy polimerowy magazynek Izhmash 6L29 na amunicję 5,56x45, do AK-101 i kompatybilnych systemów.","30 körös polimer Izhmash 6L29 tár 5,56x45 lőszerhez, AK-101-hez és kompatibilis rendszerekhez.","Caricatore Izhmash 6L29 in polimero da 30 colpi per munizioni 5,56x45, per AK-101 e sistemi compatibili.","Cargador Izhmash 6L29 de polímero de 30 balas para munición de 5,56x45, para AK-101 y sistemas compatibles.","Chargeur Izhmash 6L29 en polymère de 30 cartouches pour munitions 5,56x45, pour AK-101 et systèmes compatibles.",30 发聚合物 Izhmash 6L29 弹匣，供 5.56x45 弹药，适用于 AK-101 和兼容系统。,5.56x45 弾薬用の 30 発ポリマー製 Izhmash 6L29 マガジン、AK-101 および互換システム用。,"Carregador Izhmash 6L29 de polímero de 30 cartuchos para munição 5,56x45, para AK-101 e sistemas compatíveis.",30 发聚合物 Izhmash 6L29 弹匣，供 5.56x45 弹药，适用于 AK-101 和兼容系统。,
STR_kr_magazines_556x45_CWP_30Rnd,Circle 5.56x45 30 Rnd,Circle 5.56x45 30 Rnd,"Kruh 5,56x45 30 Rnd","Kreis 5,56x45 30 Rnd",Circle 5.56x45 30 Пт,"Okrąg 5,56x45 30 Rnd","Kör 5,56x45 30 Rnd","Cerchio 5,56x45 30 Rnd",Circulo 5.56x45 30 Vueltas,"Cercle 5,56x45 30 tours",圆 5.56x45 30 圈,サークル 5.56x45 30 Rnd,"Círculo 5,56x45 30 voltas",圆 5.56x45 30 圈,
STR_kr_magazines_556x45_CWP_30Rnd_dsc,A 30-round 5.56x45 Waffle Pattern magazine for the SLR-106 civilian AK-based rifles. Manufactured by Circle 10,A 30-round 5.56x45 Waffle Pattern magazine for the SLR-106 civilian AK-based rifles. Manufactured by Circle 10,"Zásobník na 30 nábojů 5,56x45 Waffle Pattern pro civilní pušky na bázi AK SLR-106. Výrobce Circle 10","Ein 30-Schuss-Magazin mit Waffelmuster im Kaliber 5,56 x 45 für die zivilen AK-basierten SLR-106-Gewehre. Hergestellt von Circle 10","30-ти зарядный магазин под патрон 5.56x45 для SLR-106, совместим с автоматами линейки АК соответствующего калибра.","30-nabojowy magazynek 5,56x45 Waffle Pattern do cywilnych karabinów AK SLR-106. Wyprodukowane przez Circle 10","Egy 30 golyós 5,56x45-ös Waffle Pattern tár SLR-106 polgári AK-alapú puskákhoz. Gyártó: Circle 10","Un caricatore Waffle Pattern da 30 colpi 5,56x45 per i fucili civili SLR-106 basati su AK. Prodotto da Circle 10","Un cargador Waffle Pattern de 5,56 x 45 de 30 balas para los rifles civiles SLR-106 basados ​​en AK. Fabricado por Círculo 10","Un chargeur gaufré de 30 cartouches 5,56 x 45 pour les fusils civils SLR-106 basés sur l'AK. Fabriqué par Circle 10",适用于 SLR-106 民用 AK 步枪的 30 发 5.56x45 华夫格弹匣。由 Circle 10 制造,SLR-106民間AKベースライフル用の30発の5.56x45ワッフルパターンマガジン。サークル10製,"Um carregador Waffle Pattern de 30 cartuchos 5,56x45 para os rifles civis SLR-106 baseados em AK. Fabricado pela Círculo 10",适用于 SLR-106 民用 AK 步枪的 30 发 5.56x45 华夫格弹匣。由 Circle 10 制造,
STR_kr_magazines_556x45_colt_ar15_std_30Rnd,STANAG 30rnd,STANAG 30rnd,STANAG 30,STANAG 30,AR-15 STANAG 30 Пт,STANAG 30,STANAG 30,STANAG 30°,STANAG 30,STANAG 30ème,STANAG 30rnd,スタナグ30回目,STANAG 30º,STANAG 30rnd,
STR_kr_magazines_556x45_colt_ar15_std_30Rnd_dsc,A 30-round metal Colt AR-15 magazine designed in compliance with the STANAG 4179 standard for 5.56x45 ammo. The STANAG 4179 standard was approved by NATO members in 1980 for the unification of allied personnel ammo and magazines.,A 30-round metal Colt AR-15 magazine designed in compliance with the STANAG 4179 standard for 5.56x45 ammo. The STANAG 4179 standard was approved by NATO members in 1980 for the unification of allied personnel ammo and magazines.,"30ranný kovový zásobník Colt AR-15 navržený v souladu s normou STANAG 4179 pro náboje 5,56x45. Norma STANAG 4179 byla schválena členy NATO v roce 1980 pro sjednocení munice a zásobníků spojeneckého personálu.","Ein 30-Schuss-Metallmagazin des Typs Colt AR-15, das in Übereinstimmung mit dem STANAG 4179-Standard für 5,56 x 45 Munition entwickelt wurde. Der STANAG 4179-Standard wurde 1980 von NATO-Mitgliedern zur Vereinheitlichung von Munition und Magazinen für alliierte Soldaten genehmigt.","30-ти зарядный металлический магазин Colt AR-15 выполненный по стандарту STANAG 4179, под патрон 5.56x45. Стандарт STANAG 4179 был принят членами НАТО в 1980 г., что бы дать возможность союзникам унифицировать боеприпасы и магазины на уровне отдельных солдат.","Metalowy magazynek Colt AR-15 o pojemności 30 naboi, zaprojektowany zgodnie ze standardem STANAG 4179 na amunicję 5,56x45. Norma STANAG 4179 została zatwierdzona przez członków NATO w 1980 roku w celu ujednolicenia amunicji i magazynków dla personelu sojuszniczego.","30 körös fém Colt AR-15 tár, amely megfelel a STANAG 4179 szabványnak 5,56x45 lőszerre. A STANAG 4179 szabványt a NATO-tagok 1980-ban hagyták jóvá a szövetségesek lőszereinek és tárainak egyesítésére.","Un caricatore Colt AR-15 in metallo da 30 colpi progettato in conformità con lo standard STANAG 4179 per munizioni 5,56x45. Lo standard STANAG 4179 è stato approvato dai membri della NATO nel 1980 per l'unificazione delle munizioni e dei caricatori del personale alleato.","Un cargador metálico Colt AR-15 de 30 balas diseñado de acuerdo con el estándar STANAG 4179 para munición de 5,56x45. El estándar STANAG 4179 fue aprobado por los miembros de la OTAN en 1980 para la unificación de municiones y cargadores del personal aliado.","Un chargeur Colt AR-15 en métal de 30 cartouches conçu conformément à la norme STANAG 4179 pour les munitions 5,56x45. La norme STANAG 4179 a été approuvée par les membres de l'OTAN en 1980 pour l'unification des munitions et des chargeurs du personnel allié.",30 发金属 Colt AR-15 弹匣，设计符合 5.56x45 弹药的 STANAG 4179 标准。 STANAG 4179 标准于 1980 年获得北约成员国批准，用于统一盟军人员弹药和弹匣。,5.56x45 弾薬の STANAG 4179 規格に準拠して設計された 30 発の金属製コルト AR-15 マガジン。 STANAG 4179 規格は、連合軍兵士の弾薬と弾倉を統一するために 1980 年に NATO 加盟国によって承認されました。,"Um carregador Colt AR-15 de metal com 30 cartuchos projetado em conformidade com o padrão STANAG 4179 para munição 5,56x45. O padrão STANAG 4179 foi aprovado pelos membros da OTAN em 1980 para a unificação de munições e revistas do pessoal aliado.",30 发金属 Colt AR-15 弹匣，设计符合 5.56x45 弹药的 STANAG 4179 标准。 STANAG 4179 标准于 1980 年获得北约成员国批准，用于统一盟军人员弹药和弹匣。,
